x_id,subject,subject_type,relation,y_id,object,object_type,source
4253,lack of rigid fixation during healing,treatment,disease_has_clinical manifestations,4252,parafunction,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_270
4252,parafunction,symptom,disease_has_clinical manifestations,4253,lack of rigid fixation during healing,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_270
4252,parafunction,disease,disease_caused_disease,4254,failure after successful surgical fixation,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_271
4255,bruxism,disease,disease_has_clinical manifestations,4256,"increase in size of temporal and masseter muscles, deviation of the lower jaw on opening, limited occlusal opening, increased mobility of teeth, cervical abfraction of teeth, fracture of teeth or restorations, and uncemented crowns or fixed prostheses",clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_274
4255,bruxism,disease,disease_caused_disease,4257,collapsed vertical dimension,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_277
708,endodontic therapy,treatment,treatment_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,medicine,medicine_contraindication_disease,4260,metal framework fracture,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,medicine,medicine_contraindication_disease,4261,porcelain fracture,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,medicine,medicine_contraindication_disease,4262,zirconia framework fracture,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_side-effect_symptom,4263,fatigue fractures,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_side-effect_disease,4263,fatigue fractures,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4255,bruxism,disease,disease_caused_disease,4263,fatigue fractures,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
708,endodontic therapy,medicine,medicine_treats_disease,4264,allow proper anterior tooth preparation,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,medicine,medicine_treats_disease,4265,vertical dimension has been reduced,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4266,magnitude of the forces,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4267,number of cycles,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4268,prosthetic components,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4269,eventually break,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4249,severe bruxism,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4252,parafunction,medicine,medicine_reduce_symptom,4270,no long-term prosthetic result,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,medicine,medicine_contraindicates_population,4249,severe bruxism,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_lack response_examination,4268,prosthetic components,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_happens at_oral part,4271,parafunctional habits,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,708,endodontic therapy,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,4259,crown lengthening,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,4270,no long-term prosthetic result,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4268,prosthetic components,examination,examination_at_oral part,4271,parafunctional habits,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4268,prosthetic components,examination,examination_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_usually happens_population,4272,bruxing patient,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_has_clinical manifestations,4271,parafunctional habits,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
708,endodontic therapy,treatment,treatment_frequency,4264,allow proper anterior tooth preparation,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,treatment,treatment_frequency,4265,vertical dimension has been reduced,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4270,no long-term prosthetic result,treatment,treatment_frequency,4249,severe bruxism,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,symptom,symptom_cause_symptom,4271,parafunctional habits,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,symptom,symptom_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_treatment,708,endodontic therapy,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_treatment,4259,crown lengthening,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_treatment,4270,no long-term prosthetic result,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_happens at_oral part,4271,parafunctional habits,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,708,endodontic therapy,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,4259,crown lengthening,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,clinical manifestations,clinical manifestations_use_treatment,4270,no long-term prosthetic result,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4268,prosthetic components,examination,examination_at_oral part,4271,parafunctional habits,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4268,prosthetic components,examination,examination_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_usually happens_population,4272,bruxing patient,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_has_clinical manifestations,4271,parafunctional habits,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4263,fatigue fractures,disease,disease_has_description,4258,box 8.3,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
708,endodontic therapy,treatment,treatment_frequency,4264,allow proper anterior tooth preparation,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4259,crown lengthening,treatment,treatment_frequency,4265,vertical dimension has been reduced,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4270,no long-term prosthetic result,treatment,treatment_frequency,4249,severe bruxism,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_279
4273,implant prosthesis,medicine,medicine_treats_disease,4274,tooth replacement,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_side-effect_symptom,4275,increased b12 hemoglobin,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_side-effect_symptom,4276,albumin levels,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_side-effect_symptom,4277,greater body fat in shoulders and arms,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_side-effect_symptom,4278,decreased body fat in waists,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,treatment,treatment_has_description,4279,"increased longevity, improved function, bone preservation, and better psychological results",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4280,decay,disease,disease_caused_disease,4281,fixed prosthesis failure,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_contraindication_disease,4280,decay,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_contraindication_disease,708,endodontic therapy,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_reduce_symptom,4282,maximum bite force,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4273,implant prosthesis,medicine,medicine_reduce_symptom,4283,chewing efficiency,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4281,fixed prosthesis failure,disease,disease_treatment,4273,implant prosthesis,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4284,mandibular implant prostheses,examination,examination_has_description,4279,"increased longevity, improved function, bone preservation, and better psychological results",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4280,decay,disease,parent-child,4281,fixed prosthesis failure,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_28
4285,horizontal abfraction,clinical manifestations,clinical manifestations_happens at_oral part,809,enamel,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4285,horizontal abfraction,clinical manifestations,clinical manifestations_happens at_oral part,827,teeth,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4285,horizontal abfraction,clinical manifestations,clinical manifestations_happens at_oral part,4286,some animals teeth,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4285,horizontal abfraction,clinical manifestations,disease_has_clinical manifestations,4287,bruxing or clenching patients,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4252,parafunction,causes,is,4288,this condition,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4285,horizontal abfraction,clinical manifestations,clinical manifestations_happens at_oral part,827,teeth,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_284
4255,bruxism,disease,disease_caused_disease,4289,clenching,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_287
3069,occlusion,treatment,treatment_has_description,4290,strictly designed and monitored,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_288
4291,conventional denture,disease,disease_caused_disease,4292,phonetics impairment,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_29
4291,conventional denture,disease,disease_has_clinical manifestations,4293,clicking sounds during speech,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_29
4291,conventional denture,disease,disease_has_clinical manifestations,4294,flattened tongue,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_29
4291,conventional denture,disease,disease_has_clinical manifestations,4295,tightened anterior mandibular muscles,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_29
4296,implant-supported prosthesis,medicine,medicine_contraindication_disease,4292,phonetics impairment,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_29
4297,surface roughness,description,medicine_has_description,1226,dental implants,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_308
4298,oral implantology,disease,medicine_treats_disease,4299,advancements in surgical procedures,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4300,understanding bone density and modifications in surgical techniques,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4301,modification of the bone using new techniques similar to osseodensification,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4302,with more biomechanically advantageous implant designs,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4303,the use of resonance frequency analysis (rfa),medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4304,the use of better bone substitutes,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4305,"the ability to use bone growth factors (e.g., bone morphogenic proteins [bmps])",medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4306,"the use of computerized tomography, mainly cone beam computerized tomography (cbct)",medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4307,new computer-aided design/computer-aided manufacturing (cad/cam) technology associated with cbct scans,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4308,the use of zirconia,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4298,oral implantology,disease,medicine_treats_disease,4309,major implant manufacturers are now creating zirconia implant options,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_31
4310,acid etching,treatment,treatment_has_description,4311,clean and homogenous surface,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_320
1226,dental implants,medicine,medicine_has_description,4312,terminology,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_33
2095,medications,medicine,medicine_contraindication_disease,4313,serious systemic diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_333
4314,hypertension,disease,disease_usually happens_population,4315,african americans,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_341
3850,hypothyroidism,disease,disease_caused_disease,4054,low blood pressure,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4316,antihypertensive medications,medicine,medicine_contraindication_disease,4054,low blood pressure,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4054,low blood pressure,disease,disease_oral part,4317,dental implant surgery,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4318,pulse,examination,examination_at_oral part,4319,radial artery in the wrist,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4318,pulse,examination,examination_at_oral part,4320,carotid artery in the neck,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4318,pulse,examination,examination_at_oral part,4321,temporal artery in the temporal region,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_342
4322,chronic atrial fibrillation,disease,disease_caused_disease,4323,erratically irregular heart rate,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_343
3646,tobacco,medicine,medicine_side-effect_disease,4314,hypertension,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4324,coffee,medicine,medicine_side-effect_disease,4314,hypertension,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
1388,myocardial infarction,disease,disease_lack response_examination,4325,electrocardiographic examination,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4326,physician consultation,treatment,treatment_has_description,4327,initiated,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4328,oxygen administration,treatment,treatment_has_description,4329,administered,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4330,patient placed in supine position,treatment,treatment_has_description,4331,placed,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4332,medical assistance obtained,treatment,treatment_has_description,4333,obtained,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4326,physician consultation,treatment,treatment_frequency,4334,short period of time,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4328,oxygen administration,treatment,treatment_frequency,4334,short period of time,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4330,patient placed in supine position,treatment,treatment_frequency,4334,short period of time,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4332,medical assistance obtained,treatment,treatment_frequency,4334,short period of time,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4335,treatment for hypertension,medicine,medicine_treats_disease,4314,hypertension,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4336,treatment for myocardial infarction,medicine,medicine_treats_disease,1388,myocardial infarction,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4337,treatment for sudden death,medicine,medicine_treats_disease,4338,sudden death,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
1388,myocardial infarction,disease,disease_usually happens_population,4339,persons older than 30 years,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
1388,myocardial infarction,disease,disease_has_clinical manifestations,4340,pvcs,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4314,hypertension,disease,disease_has_clinical manifestations,1355,fatigue,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4314,hypertension,disease,disease_has_clinical manifestations,4341,stress,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4314,hypertension,disease,disease_has_clinical manifestations,4342,excessive use,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4343,advanced coronary disease,disease,disease_has_clinical manifestations,4344,pulsus alternans,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4345,severe arterial high blood pressure,disease,disease_has_clinical manifestations,4344,pulsus alternans,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4346,left ventricular failure,disease,disease_has_clinical manifestations,4344,pulsus alternans,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
1355,fatigue,symptom,symptom_cause_symptom,4341,stress,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
1355,fatigue,symptom,symptom_cause_symptom,4342,excessive use,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4341,stress,symptom,symptom_cause_symptom,4342,excessive use,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4340,pvcs,clinical manifestations,clinical manifestations_use_treatment,4326,physician consultation,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4340,pvcs,clinical manifestations,clinical manifestations_use_treatment,4328,oxygen administration,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4340,pvcs,clinical manifestations,clinical manifestations_use_treatment,4330,patient placed in supine position,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4340,pvcs,clinical manifestations,clinical manifestations_use_treatment,4332,medical assistance obtained,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_345
4347,chf,disease,disease_caused_disease,1580,anemia,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4347,chf,disease,disease_caused_disease,4348,bronchopulmonary disease,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
3865,sedatives,medicine,medicine_contraindication_disease,4349,copd,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4350,stress reduction protocols,medicine,medicine_contraindication_disease,4349,copd,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
3865,sedatives,medicine,medicine_treats_disease,469,anxiety,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4350,stress reduction protocols,medicine,medicine_treats_disease,469,anxiety,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
3865,sedatives,medicine,medicine_side-effect_disease,4351,hypoventilation,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4350,stress reduction protocols,medicine,medicine_side-effect_disease,4351,hypoventilation,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
3865,sedatives,medicine,medicine_reduce_symptom,469,anxiety,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4350,stress reduction protocols,medicine,medicine_reduce_symptom,469,anxiety,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4352,implant surgery,treatment,treatment_frequency,4353,respiratory rate,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4352,implant surgery,treatment,treatment_has_description,4354,investigation,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
3865,sedatives,medicine,medicine_has_description,469,anxiety,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4350,stress reduction protocols,medicine,medicine_has_description,469,anxiety,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4347,chf,disease,disease_lack response_examination,4355,airway,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4347,chf,disease,disease_examination,4355,airway,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
4347,chf,disease,disease_usually happens_population,4356,adolescent patient,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_347
612,diabetes,disease,disease_caused_disease,1899,systemic diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_348
1290,hiv,disease,disease_caused_disease,4357,immunodeficiency,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
1290,hiv,disease,medicine_contraindication_disease,4358,certain types of medicines,medicine,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_treats_disease,1290,hiv,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_treats_disease,4357,immunodeficiency,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_side-effect_disease,1290,hiv,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_side-effect_disease,4357,immunodeficiency,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
1290,hiv,disease,disease_has_clinical manifestations,4359,low lymphocyte count,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4357,immunodeficiency,disease,disease_has_clinical manifestations,4359,low lymphocyte count,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_reduce_symptom,284,infection,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_reduce_symptom,1373,severe inflammation,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
284,infection,symptom,symptom_cause_symptom,1373,severe inflammation,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
1373,severe inflammation,symptom,symptom_cause_symptom,4360,elevation in band neutrophils or ancs,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_treats_disease,1290,hiv,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_treats_disease,4357,immunodeficiency,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_side-effect_disease,1290,hiv,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4358,certain types of medicines,medicine,medicine_side-effect_disease,4357,immunodeficiency,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_350
4361,leukemic disease,disease,disease_caused_disease,4362,immune diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4363,chemotherapeutic drugs,medicine,medicine_contraindication_disease,4362,immune diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4363,chemotherapeutic drugs,medicine,medicine_contraindication_disease,4361,leukemic disease,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4363,chemotherapeutic drugs,medicine,medicine_side-effect_symptom,4364,toxicity of drugs,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4363,chemotherapeutic drugs,medicine,medicine_side-effect_disease,4362,immune diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4363,chemotherapeutic drugs,medicine,medicine_side-effect_disease,4361,leukemic disease,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
435,infections,clinical manifestations,clinical manifestations_happens at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,clinical manifestations,clinical manifestations_happens at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,clinical manifestations,clinical manifestations_happens at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_usually happens_population,4365,outpatient,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,disease,disease_usually happens_population,4365,outpatient,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_has_clinical manifestations,435,infections,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,disease,disease_has_clinical manifestations,435,infections,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_has_clinical manifestations,4361,leukemic disease,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
1570,chemotherapy,medicine,medicine_reduce_symptom,4364,toxicity of drugs,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
1570,chemotherapy,medicine,medicine_reduce_symptom,4362,immune diseases,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
1570,chemotherapy,medicine,medicine_reduce_symptom,4361,leukemic disease,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4364,toxicity of drugs,symptom,symptom_cause_symptom,435,infections,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4364,toxicity of drugs,symptom,symptom_cause_symptom,4361,leukemic disease,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4364,toxicity of drugs,symptom,symptom_cause_symptom,4362,immune diseases,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
435,infections,symptom,symptom_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,symptom,symptom_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,symptom,symptom_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4366,anc,examination,examination_at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4367,wbc count,examination,examination_at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
2131,dental,examination,examination_at_oral part,2131,dental,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_lack response_examination,4366,anc,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,disease,disease_lack response_examination,4366,anc,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_lack response_examination,4367,wbc count,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,disease,disease_lack response_examination,4367,wbc count,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,disease_lack response_examination,2131,dental,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
